"MEASURE - Index"

,YEAR,"2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Jordan","  Industry activity",0.5609346628,0.5784827471,0.5426394343,0.5857362151,0.5249624848,0.5984298587,0.5587710738,0.5620429516,0.5799402595,0.5497794151,0.5449109077,0.5480746627
"Jordan","  Access to finance",0.7897632122,0.7830599546,0.7498759031,0.7347954512,0.7393727899,0.7317224145,0.708332181,0.683008492,0.6876834035,0.7301805615,0.7396535873,0.7520860434
"Kazakhstan","Overall index",0.3723773956,0.3453631699,0.3371692002,0.4171319902,0.3700421751,0.466563493,0.4770003259,0.4825415313,0.4932203591,0.4806972146,0.5028982162,0.5026111007
"Kazakhstan","  ICT",0.1100577042,0.0895892233,0.1208614111,0.2944217622,0.2164420485,0.409650445,0.4418313205,0.4336584806,0.4401559532,0.5932123661,0.596092701,0.5860372186
"Kazakhstan","  Skills",0.6679210067,0.6496993899,0.6418130994,0.6129302979,0.6188416481,0.62277174,0.6379460692,0.631144762,0.6334018111,0.5620444417,0.5753393769,0.5832579136
"Kazakhstan","  Research and Development",0.0800912529,0.083701551,0.0350575186,0.0907780603,0.1645565182,0.2398967445,0.2239521146,0.2452972233,0.2428240627,0.2055487186,0.3168155849,0.3450065553
"Kazakhstan","  Industry activity",0.4631869495,0.5362951756,0.5204213858,0.5603979826,0.5026652217,0.5930278897,0.5266214013,0.5455400348,0.5826721787,0.5217602253,0.492289871,0.4792583585
"Kazakhstan","  Access to finance",0.6604598165,0.6779412031,0.661395669,0.5982484818,0.5833864212,0.5821213722,0.5445919633,0.514443934,0.5458871722,0.5393944979,0.5074591637,0.4901688397
"Kenya","Overall index",0.177685529,0.1796248108,0.1747092009,0.2158296257,0.1772439778,0.1573341042,0.1710095555,0.2975436449,0.2931653559,0.274620831,0.275013268,0.2801375091
"Kenya","  ICT",0.1096575856,0.0897344127,0.0927771553,0.0999097228,0.0924280733,0.0416835696,0.0480769686,0.4491768479,0.4273282886,0.3992459774,0.3941995203,0.3277437985
"Kenya","  Skills",0.2804045379,0.2535589635,0.2502932847,0.2433131635,0.2437508851,0.2323293835,0.2304751873,0.2316039205,0.2342650592,0.2128312141,0.2247797996,0.2332111597
"Kenya","  Research and Development",0.0344934203,0.0931835026,0.1051725969,0.0815408751,0.1050262377,0.1083795056,0.1324032694,0.1301643699,0.1459638029,0.161213696,0.1661814451,0.225759998
"Kenya","  Industry activity",0.3913345039,0.4994471669,0.429122895,0.4794846177,0.4414015412,0.5048705339,0.4314744174,0.4254102409,0.4364722073,0.4037123621,0.4342648685,0.4405587614
"Kenya","  Access to finance",0.4985210896,0.5291836262,0.504398942,0.5158109665,0.5533760786,0.5402090549,0.5229065418,0.5187560916,0.5223774314,0.5427600145,0.509737134,0.5081325769
"Korea, Republic of","Overall index",0.9170518517,0.9766052961,0.9582149386,0.9509902596,0.9593139291,0.9720742702,0.9635283351,0.946105659,0.9708208442,0.9441478848,0.9335950017,0.9326844215
"Korea, Republic of","  ICT",0.9071469307,1,1,1,0.9911137223,1,0.9267264605,0.8881336451,0.9473934174,0.9169499278,0.8836932182,0.8650987148
"Korea, Republic of","  Skills",0.8235175014,0.8192195296,0.8038911223,0.7855258584,0.8036160469,0.7874701619,0.7718925476,0.7604387403,0.7523146272,0.6594564915,0.6708267331,0.6730574965
"Korea, Republic of","  Research and Development",0.7661138773,0.7705788016,0.7977997661,0.8127726912,0.8049168587,0.8024733663,0.8019707203,0.8125423789,0.8274620771,0.8389633298,0.8382760286,0.8416230083
"Korea, Republic of","  Industry activity",0.7460175157,0.7438697219,0.734366715,0.7557587624,0.7300789952,0.7777408957,0.7696282268,0.7912392616,0.8139004111,0.7906332016,0.8188413978,0.8248762488
"Korea, Republic of","  Access to finance",0.862154603,0.920615077,0.8990412951,0.8771079779,0.878164351,0.870085001,0.8540899158,0.8550623655,0.8643089533,0.8967516422,0.8953148723,0.9098075032
"Kuwait","Overall index",0.4187380075,0.4170461893,0.4539275169,0.4695250094,0.416441083,0.4391852021,0.4697241187,0.4689089656,0.4863630533,0.4623179436,0.4812520444,0.530636847
"Kuwait","  ICT",0.2550795972,0.2329681069,0.3419546485,0.4567241967,0.4974808991,0.4918742478,0.486092031,0.4336731732,0.4435898066,0.5246172547,0.5565119982,0.6916804314
"Kuwait","  Skills",0.6280661225,0.5967066288,0.5763177276,0.5379139781,0.5267160535,0.4904936254,0.4725998938,0.4879039228,0.4911720455,0.4073327184,0.4123223424,0.4103881717
"Kuwait","  Research and Development",0.1313287169,0.1473460793,0.0906223953,0.1435424685,0.1295477599,0.1625692695,0.2188007832,0.2198441327,0.2264289111,0.2163641006,0.2380346656,0.1883621365
"Kuwait","  Industry activity",0.3721562624,0.4939720333,0.5633299947,0.4002504945,0.323661983,0.4725201428,0.3705404997,0.3678879142,0.3987599313,0.3469500542,0.422623992,0.516310811
"Kuwait","  Access to finance",0.6989375949,0.7095882893,0.7633237839,0.7424074411,0.7014552951,0.6769595742,0.6678064466,0.6830989718,0.7788614631,0.8219209313,0.8024997115,0.7855018973
"Kyrgyzstan","Overall index",0.2914319932,0.2838843763,0.2157059908,0.2840329409,0.2036142796,0.183825925,0.1903945953,0.2300850302,0.2634128034,0.2271727175,0.2290880978,0.2500239313
"Kyrgyzstan","  ICT",0.6737650633,0.5003610253,0.1436193585,0.1476525068,0.2034277022,0.1574787498,0.1581182629,0.1689257175,0.1914078295,0.1956139207,0.2648101449,0.2979613245
"Kyrgyzstan","  Skills",0.4887585044,0.4657948911,0.4348128736,0.41511482,0.4104164541,0.3839157224,0.3890123069,0.4040665329,0.4054476023,0.3659279048,0.3742977679,0.3722429574
"Kyrgyzstan","  Research and Development",0,0,0,0,0,0,0,0.0333166122,0.0918888822,0.0644854754,0.0637999699,0.0740429088
"Kyrgyzstan","  Industry activity",0.4273356199,0.4051378667,0.4925115108,0.6658797264,0.4876095653,0.5266956687,0.4702391922,0.4464391768,0.4781090021,0.4378629029,0.3781116307,0.4177495539
"Kyrgyzstan","  Access to finance",0.2265847325,0.3936724961,0.3693168759,0.3605588973,0.3425855637,0.3695744872,0.3615401387,0.3909294903,0.4237840772,0.4243945181,0.4323183298,0.4705763459
"Lao People's Dem. Rep.","Overall index",0.0645662099,0.0566182546,0.0924439207,0.138834849,0.0711012781,0.0738817379,0.0788851827,0.1469862163,0.1667453051,0.1586987078,0.1942963153,0.1929454207
"Lao People's Dem. Rep.","  ICT",0.0956292152,0.0767303184,0.0863754973,0.0994118676,0.0929366127,0.1114046052,0.111220859,0.1159358546,0.1812691838,0.2165733278,0.3146578372,0.2493770719
"Lao People's Dem. Rep.","  Skills",0.2231100053,0.2122131139,0.2077127993,0.2039112151,0.2089670599,0.2070913017,0.2028188556,0.2111595869,0.2212159932,0.2027371824,0.2034247965,0.2048543394
"Lao People's Dem. Rep.","  Research and Development",0,0,0.0350575186,0,0,0,0,0.0333166122,0,0,0.0318999849,0.0637770966
"Lao People's Dem. Rep.","  Industry activity",0.2768122554,0.3426767886,0.2925248444,0.3382391632,0.2310243398,0.338919878,0.260986954,0.4406878352,0.5252127051,0.510748148,0.5266352296,0.5607703924
"Lao People's Dem. Rep.","  Access to finance",0.2328754961,0.3128537834,0.4205968678,0.4565832317,0.471660614,0.4659401774,0.4277376831,0.4011043608,0.4027233422,0.4279871583,0.4267995059,0.4388706684
"Latvia","Overall index",0.6628962159,0.6734161377,0.6853218675,0.7035560608,0.6691577435,0.6755512357,0.6599804163,0.6557661891,0.6542887092,0.6693524718,0.6684801579,0.6496825218
"Latvia","  ICT",0.7053580284,0.5659360886,0.5851707458,0.6056711078,0.6003516912,0.6823812127,0.6521753669,0.6362726688,0.6890292168,0.894577682,0.8563725948,0.850500226
"Latvia","  Skills",0.7920049429,0.7960802317,0.8152940869,0.7638744712,0.7644851804,0.7348601818,0.7141532302,0.7310081124,0.7330387831,0.6547988653,0.6686663628,0.6706061959
"Latvia","  Research and Development",0.2565871179,0.306630522,0.349067837,0.3829112351,0.3882010281,0.3412587345,0.3111394346,0.3247633278,0.2872567475,0.2411052138,0.2846046984,0.2455783486
"Latvia","  Industry activity",0.5855728984,0.643548727,0.6420705318,0.6748156548,0.6310642958,0.6865436435,0.6776422262,0.6947476864,0.7135946751,0.6796427369,0.6811765432,0.6834453344
"Latvia","  Access to finance",0.7980748415,0.8225434422,0.8053612113,0.7973470688,0.7550420165,0.70900172,0.6613670588,0.6165425181,0.6073283553,0.6267669201,0.5979650021,0.5725038648
"Lebanon","Overall index",0.4689235091,0.4669992924,0.4515995383,0.5174244046,0.5157902241,0.5072942972,0.533018887,0.532715857,0.5457619429,0.5098205209,0.4960354865,0.5017398596
"Lebanon","  ICT",0.1754667014,0.1572992504,0.1766910255,0.3538662493,0.4085168242,0.4172391295,0.5039994121,0.5313042998,0.5352932811,0.4438440204,0.4765099585,0.4787422717
"Lebanon","  Skills",0.6558545232,0.6439890862,0.632484436,0.6141172051,0.6139368415,0.5939795971,0.5398228765,0.5321640372,0.5274299383,0.4767976105,0.4826224744,0.4808492362
"Lebanon","  Research and Development",0.1409905851,0.1607549191,0.1647858173,0.158857286,0.21813187,0.1807075143,0.1922366768,0.1899193376,0.2481756061,0.3020195067,0.2715882957,0.2940971851
"Lebanon","  Industry activity",0.6183488965,0.679238379,0.6320701241,0.6429339051,0.5815634727,0.615381062,0.5889407992,0.5597143769,0.5537469983,0.4920555353,0.4985126257,0.4873246253
"Lebanon","  Access to finance",0.7449752092,0.7723177671,0.7418863177,0.7651266456,0.7850730419,0.7789516449,0.7698457241,0.7717408538,0.7836574912,0.8187146783,0.819409132,0.8259994984
"Libya","Overall index",0.1691928953,0.1703398228,0.1739539355,0.2092925161,0.2280175835,0.1618347764,0.1878770888,0.273485899,0.3213269114,0.260704726,0.2441310138,0.242747128
"Libya","  ICT",0.1137045398,0.0912515596,0.1111771762,0.1233091801,0.1941943467,0.1405855417,0.12994349,0.13612248,0.1386697739,0.122577168,0.1684401333,0.1735071987
"Libya","  Skills",0.6145658493,0.5791642666,0.566172719,0.5248066187,0.545363009,0.4878873825,0.462028116,0.4518309832,0.4442982078,0.3894148767,0.3822014332,0.3920780122
"Libya","  Research and Development",0.0891642049,0.1012003645,0.0984189212,0.0702354759,0.1050262377,0.0959832594,0.1214932352,0.1301643699,0.1235552356,0.1193123013,0.1246297434,0.1378199905
"Libya","  Industry activity",0,0.1937392205,0.080367431,0.1586544067,0.1409662515,0.1587599367,0.1229782477,0.2191022635,0.3356843293,0.2815207243,0.2920131087,0.280492872
"Libya","  Access to finance",0.2215396315,0.2517817318,0.3150138259,0.2752767801,0.4585790038,0.3186431229,0.3635708392,0.4618798494,0.5454126,0.5602306724,0.4500800669,0.3982084095
"Lithuania","Overall index",0.5940792561,0.6548922658,0.581017971,0.6315373182,0.5704877973,0.6730303764,0.686704576,0.6729055643,0.6854165196,0.6478600502,0.6603859067,0.6547451615
"Lithuania","  ICT",0.5457122922,0.6930465102,0.4745261669,0.5013324618,0.5687223077,0.8909444809,0.9050543308,0.8671181202,0.8702036142,0.8282507658,0.8211337924,0.8286503553
"Lithuania","  Skills",0.8608806729,0.8532184958,0.8541068435,0.8502796888,0.8521713614,0.8136799932,0.7969903946,0.7873657942,0.7626879215,0.6722595096,0.6780901551,0.6798557043
"Lithuania","  Research and Development",0.2148533016,0.2622188628,0.2571287751,0.3225401342,0.1985845119,0.227863729,0.2613310218,0.2930007577,0.3470458686,0.3315879703,0.3779880106,0.354375571
"Lithuania","  Industry activity",0.4956696033,0.5553044677,0.5163272023,0.5616533756,0.5159649253,0.5914419889,0.553163588,0.5827596188,0.6112459898,0.5723720789,0.5932973623,0.5988306403
"Lithuania","  Access to finance",0.6961241364,0.7154163122,0.696628511,0.6887719631,0.6577258706,0.6385166049,0.5929986238,0.5619576573,0.5695040822,0.601944685,0.589664638,0.5971925259
"Luxembourg","Overall index",0.7821313143,0.7862607837,0.8345447183,0.8297331929,0.8271547556,0.8453714252,0.8738684654,0.8484957218,0.8609023094,0.8726918101,0.8761626482,0.8742555976
"Luxembourg","  ICT",0.8143472075,0.65899086,0.7701399922,0.7989153266,0.801205337,0.8416403532,0.7941898108,0.7714352608,0.8434092402,0.9029369354,0.9780627489,0.9749644995
"Luxembourg","  Skills",0.7968910336,0.7925546169,0.8557947278,0.8274584413,0.845381856,0.8331028819,0.8365156054,0.8612802029,0.8115545511,0.7278264165,0.7289605737,0.7329769731
"Luxembourg","  Research and Development",0.2976455986,0.294254303,0.3444530368,0.3229988515,0.3540354669,0.3256956637,0.4184907973,0.3944069445,0.4490047991,0.473762542,0.4596433043,0.4704214334
"Luxembourg","  Industry activity",0.8706524372,0.8709970117,0.8611009121,0.831816256,0.8225118518,0.8323597908,0.8146501184,0.7912665606,0.7843464613,0.7847761512,0.7732405663,0.7248654366
"Luxembourg","  Access to finance",0.7772971988,0.8464051485,0.8306264281,0.786660254,0.7772012949,0.7756481767,0.7652752995,0.7515016794,0.7711905837,0.8070746064,0.8134052753,0.8299144506
"Madagascar","Overall index",0.0920196548,0.1053530723,0.0972852707,0.1777123809,0.1706893444,0.1041993126,0.1323773563,0.1147485822,0.1050839201,0.0527228788,0.1448621452,0.1596553922
"Madagascar","  ICT",0.1952757686,0.1452044994,0.1461744308,0.2119262964,0.4006340802,0.363933593,0.3297398686,0.3133177161,0.3087670207,0.2147225738,0.4441983104,0.4200153947
"Madagascar","  Skills",0.1902838349,0.180791676,0.1794133186,0.1821929365,0.1745880544,0.1540579498,0.1494146734,0.1451391578,0.1372117102,0.1279785484,0.1297828406,0.1294641793
"Madagascar","  Research and Development",0,0,0,0.0556603111,0.0554875508,0,0.0338896737,0.0333166122,0.0327314734,0.0322427526,0.0637999699,0.0740429088
"Madagascar","  Industry activity",0.2937479317,0.4816915393,0.3753430843,0.4154832661,0.4112014472,0.3439842165,0.4010103345,0.2382057309,0.2373832613,0.1532813609,0.2528443635,0.3339972496
"Madagascar","  Access to finance",0.2948201597,0.3159811795,0.3011741936,0.3094494045,0.3165534735,0.3095234931,0.2824350893,0.2608106732,0.2740154862,0.2901388407,0.30605793,0.3230979145
"Malawi","Overall index",0.0284285173,0.0506821722,0.028755052,0.1489637494,0.1256332397,0.1419900209,0.1429350823,0.2081045508,0.148319602,0.1048635617,0.1014530435,0.1238185167
"Malawi","  ICT",0.0913299546,0,0,0.0042318078,0,0.012033497,0.0162187181,0.3434076011,0.3387764692,0.0524258241,0.0974510983,0.1087968796
"Malawi","  Skills",0.2074149102,0.1852139384,0.1957414597,0.1899825335,0.184412986,0.1690405756,0.1609360129,0.1613332182,0.154750824,0.1348513961,0.1411988735,0.1410749257
"Malawi","  Research and Development",0,0,0,0.0702354759,0.0350087434,0.0683798641,0.0537138581,0,0.0327314734,0.0322427526,0.0505602807,0.0740429088
"Malawi","  Industry activity",0.1705878824,0.444214344,0.2511743009,0.5007868409,0.5929597616,0.6664396524,0.6591713428,0.585652709,0.2796466947,0.4792438745,0.3942863047,0.4448934197
"Malawi","  Access to finance",0.1953904927,0.3021027148,0.3168819249,0.3635873795,0.3841263354,0.3881255388,0.3090893328,0.2553086877,0.2729879618,0.2590877712,0.2591077089,0.273519814
"Malaysia","Overall index",0.610275209,0.580173254,0.5935147405,0.6018142104,0.5805618763,0.5929357409,0.6203612685,0.6090533137,0.6191775799,0.6659066081,0.6901791096,0.7067210674
"Malaysia","  ICT",0.4898608327,0.4045799971,0.408775866,0.4149987996,0.4061815739,0.3953484297,0.4620017707,0.402133435,0.4284746647,0.6594421864,0.7549983859,0.8109714985
"Malaysia","  Skills",0.5289645791,0.5216921568,0.5224679112,0.500567317,0.518420577,0.4815733433,0.4617841244,0.4668432772,0.477425009,0.4415457845,0.4570630789,0.4568049014
"Malaysia","  Research and Development",0.3981640935,0.399736762,0.4383798242,0.4397880733,0.4152566195,0.4610060155,0.4746063352,0.4759483933,0.4581390321,0.4929130077,0.505711019,0.4902409613
"Malaysia","  Industry activity",0.7514969707,0.7422304153,0.7588720322,0.7746772766,0.7607421279,0.8106707335,0.7902136445,0.7972487807,0.8068694472,0.7741007805,0.786020875,0.805100441
"Malaysia","  Access to finance",0.811511457,0.8258573413,0.8408751488,0.8235949278,0.8260143995,0.831233561,0.8271132708,0.8220114112,0.8329606056,0.8580485582,0.8441556692,0.8567713499
"Maldives","Overall index",0.2676038146,0.2468357831,0.287402153,0.3255876005,0.2734514177,0.2839449942,0.2730641365,0.2944003046,0.3143045902,0.2593817413,0.2795408368,0.2508324385
"Maldives","  ICT",0.2554787099,0.2189415842,0.3194816113,0.3272805214,0.3224144578,0.3924240172,0.3883676827,0.4594039023,0.476719588,0.3903384805,0.4134093523,0.3952609599
"Maldives","  Skills",0.5670747161,0.5454626083,0.530233562,0.5019542575,0.5237928629,0.520095408,0.5212730765,0.5294001102,0.5302013755,0.4905021191,0.4941544533,0.4928813577
"Maldives","  Research and Development",0,0,0,0,0,0,0,0,0,0.0322427526,0.0505602807,0
"Maldives","  Industry activity",0.0958191901,0.1826114357,0.2569051981,0.3439924121,0.2929145992,0.3322554827,0.2118889093,0.1863643825,0.3031398356,0.1209401339,0.1809610426,0.1524003893
"Maldives","  Access to finance",0.680639565,0.7113981843,0.6765882969,0.641725719,0.6239512563,0.5774828792,0.5192941427,0.4792165756,0.4840428531,0.5204437971,0.5276754498,0.5365033746
"Mali","Overall index",0.0884365886,0.0434019938,0.0936635956,0.1913302392,0.1218362972,0.0908910856,0.0349375643,0.0685451627,0.091901809,0.0629961938,0.0972658172,0.1104372963
"Mali","  ICT",0.0930876881,0.0744648799,0.0752002522,0.2818627954,0.2668870687,0.2200525105,0.0081855338,0.0091847032,0.0247189142,0.0681973547,0.0692871958,0.1024699584
"Mali","  Skills",0.0793875754,0.0332379714,0.0684636831,0.0639010295,0.0582585596,0.0397282355,0.021730205,0.0031628483,0.0020510578,0.0032754461,0.0028012288,0.0107285231
"Mali","  Research and Development",0,0.0360482857,0.0741502121,0.0351177454,0,0,0,0.0333166122,0.0654629618,0.0322427526,0.0505602807,0.0740429088
"Mali","  Industry activity",0.4106836617,0.4160509408,0.4154710174,0.4808615148,0.4127451777,0.408249259,0.3605360985,0.3558639586,0.3891246617,0.3129953444,0.5158976912,0.4766620398
"Mali","  Access to finance",0.4247137606,0.3630881011,0.4105418026,0.4229135811,0.4441595376,0.4514536262,0.4274822474,0.4139664471,0.4459012449,0.4850876629,0.4788127244,0.4855839908
"Malta","Overall index",0.67338866,0.6573073268,0.6826148629,0.6907786727,0.7066584826,0.7149123549,0.7532181144,0.731005311,0.672475934,0.6909727454,0.7079054117,0.6913658381
"Malta","  ICT",0.6290425062,0.5081243515,0.5916129947,0.6350320578,0.6407669783,0.6495816112,0.7961844206,0.7629138827,0.7108829021,0.738877058,0.7540491223,0.7815384865
"Malta","  Skills",0.752153933,0.7479177117,0.7290932536,0.7041342258,0.736979425,0.7165505886,0.7171807885,0.7068287134,0.7137743235,0.6468787789,0.676371038,0.6759882569
"Malta","  Research and Development",0.1431368887,0.1291030049,0.1519561857,0.1160312966,0.224881202,0.2214147598,0.2104117572,0.2439818382,0.1590088904,0.229540199,0.3154845834,0.2479934096
"Malta","  Industry activity",0.8890227675,0.8675820827,0.892054975,0.8825215101,0.8590294719,0.8801806569,0.8606818914,0.8363744617,0.8127367496,0.8312978148,0.7701277137,0.7680848837
"Malta","  Access to finance",0.8252487183,0.8669216633,0.8655101061,0.8483137488,0.8485416174,0.8297183514,0.7993567586,0.7745227814,0.7521804571,0.764994204,0.7474167347,0.7501269579
"Mauritania","Overall index",0.0971194655,0.077059634,0.0959802121,0.1272616386,0.062826775,0.0309361164,0.0596346781,0.1330404878,0.1346033067,0.1146017089,0.0644361898,0.0721440241
"Mauritania","  ICT",0.0945310667,0.0757578686,0.0766528919,0.0808914825,0.0763623193,0.0183754489,0.0195830949,0.0228107106,0.1033442765,0.1711447388,0.0679263249,0.0226684734
"Mauritania","  Skills",0.1593960971,0.1296705455,0.1063537523,0.1084592864,0.0933231041,0.0760282278,0.0807178095,0.0884332061,0.0939673558,0.0797344819,0.0806702822,0.0802679434
"Mauritania","  Research and Development",0,0,0,0,0,0,0.0338896737,0,0.0327314734,0,0.0740694776,0.0637770966
"Mauritania","  Industry activity",0.289762646,0.2864379287,0.3469704986,0.2930687666,0.2480623275,0.3000442088,0.2503314316,0.4627015889,0.3565028608,0.2827671468,0.1914304644,0.2985120714
"Mauritania","  Access to finance",0.4254465401,0.52413553,0.5105770826,0.4847680926,0.4798185229,0.4724775553,0.4543079734,0.4336310625,0.4648650587,0.4972321093,0.5075301528,0.5184743404
"Mauritius","Overall index",0.3450000286,0.3429126441,0.3387902677,0.3932756484,0.3448197842,0.3575601578,0.4232348204,0.4318279326,0.4928433597,0.4183683097,0.4286940694,0.4451307952
"Mauritius","  ICT",0.0841177851,0.1659177095,0.1747925282,0.1816086024,0.1985121965,0.1834292859,0.2412844598,0.2553084195,0.2739838064,0.3596912324,0.4010384083,0.4804724753
"Mauritius","  Skills",0.5276994109,0.5124951601,0.5126937628,0.5114783049,0.511126399,0.5020401478,0.5504488349,0.5488609076,0.5630506277,0.4860693514,0.4863236248,0.4884063303
"Mauritius","  Research and Development",0.046301607,0.0454066135,0.0701150671,0.0809135586,0.0554875508,0.034189932,0.1172390357,0.0528055653,0.2044292539,0.0905168205,0.16091609,0.174093321
"Mauritius","  Industry activity",0.4961521327,0.5511265993,0.4641060233,0.5379249454,0.4710151553,0.5749548674,0.5474708676,0.6646845341,0.6780108809,0.5433138609,0.476241827,0.482080251
"Mauritius","  Access to finance",0.738147378,0.7886416912,0.7661661506,0.7725520134,0.7842334509,0.8002915382,0.7995892167,0.7740728259,0.7890074253,0.8003137112,0.8113530278,0.7532511353
"Mexico","Overall index",0.4751413167,0.4770740271,0.4763847888,0.5418246984,0.4343036413,0.4774660766,0.5200116634,0.5413752794,0.5606364608,0.550445199,0.5383104086,0.5365525484
"Mexico","  ICT",0.3044522703,0.3116437495,0.3122668564,0.5135430098,0.2098542005,0.336887449,0.4792954624,0.475918293,0.5317156911,0.6014956236,0.5478509665,0.5494654179
"Mexico","  Skills",0.4919953048,0.4767959118,0.4664480388,0.4464116991,0.449961096,0.4321706891,0.4308099449,0.4290183485,0.4311312735,0.3862295449,0.4094759524,0.4082815647
"Mexico","  Research and Development",0.4646409154,0.4883179963,0.5128487945,0.4980639219,0.4643240571,0.5000186563,0.4655703008,0.5038514733,0.5217580199,0.5098582506,0.5065883398,0.5029643774
"Mexico","  Industry activity",0.6671307087,0.7058563828,0.6810259223,0.7096325755,0.685596168,0.7360298634,0.7109696865,0.7264472246,0.7218244672,0.6681693792,0.6827601194,0.6885746121
"Mexico","  Access to finance",0.4829315543,0.4837000966,0.4820282161,0.4810803831,0.5061653256,0.5131513476,0.5025874972,0.4816888869,0.5055723786,0.5464541912,0.553653121,0.5589944124
"Moldova, Republic of","Overall index",0.4551008344,0.4112798572,0.4465273321,0.4638565779,0.4238402545,0.4528024793,0.4587239325,0.5023997426,0.5261626244,0.4050858617,0.4237240553,0.4114109874
"Moldova, Republic of","  ICT",0.5695611238,0.3099475503,0.4623768926,0.5193181634,0.5261951685,0.6557882428,0.6675481796,0.7631279826,0.8445350528,0.7081605196,0.7194784284,0.6981765032
"Moldova, Republic of","  Skills",0.5547485352,0.5416999459,0.5284877419,0.4965482056,0.5039535761,0.4909798801,0.465637207,0.4439828992,0.4203182757,0.3620239794,0.3663978279,0.3688613176
"Moldova, Republic of","  Research and Development",0.2927363813,0.3108582795,0.2953210771,0.2082502544,0.1906755269,0.1228873432,0.1413174272,0.2286075354,0.2958243191,0.1600285023,0.1961591542,0.1817501485
"Moldova, Republic of","  Industry activity",0.3851413131,0.4256225228,0.440946579,0.5273691416,0.477347821,0.5621380806,0.5086079836,0.5132945776,0.5096355081,0.4137843847,0.465719223,0.4525890946
"Moldova, Republic of","  Access to finance",0.5952935815,0.6094662547,0.5862779021,0.5337963104,0.5487852693,0.5686201453,0.550219059,0.4959790707,0.4831220508,0.4767824113,0.4472444057,0.4640768766
"Mongolia","Overall index",0.2356460541,0.2441216856,0.2300864905,0.2709773481,0.2756108642,0.2901433706,0.3236267269,0.3303321302,0.3050884902,0.3160685301,0.2672692537,0.2641131878
"Mongolia","  ICT",0.10064964,0.1114079356,0.1150508672,0.1193262786,0.1747343987,0.2031298578,0.2060748488,0.2035096437,0.2097018957,0.2155416459,0.1912881732,0.1985340714
"Mongolia","  Skills",0.5362280607,0.5391931534,0.537427187,0.5554923415,0.5645751357,0.5596704483,0.5618089437,0.5518769622,0.5453127623,0.4843167365,0.5029870868,0.5045092702
"Mongolia","  Research and Development",0,0.0720966011,0.0350575186,0,0.0812877938,0.034189932,0.0537138581,0.0773587748,0.0918888822,0.1339971721,0.0637999699,0.0505421646
"Mongolia","  Industry activity",0.1975583434,0.2647051215,0.2468258291,0.3059298098,0.2434309721,0.3442041576,0.3252522051,0.316516608,0.2370449752,0.2885435522,0.2302729487,0.200671196
"Mongolia","  Access to finance",0.6230267882,0.6294935346,0.6116498113,0.5669807196,0.6292917728,0.6246588826,0.6682768464,0.6514532566,0.6322911382,0.672118783,0.6519883871,0.6736359596
"Montenegro","Overall index",0.4473609626,0.4053894579,0.4169547558,0.4584433436,0.3759009242,0.4122228324,0.4353539646,0.4269037843,0.4279741645,0.4545841813,0.4474745095,0.4650397897
"Montenegro","  ICT",0.4591213167,0.3587129712,0.3664501607,0.3785601258,0.3774898648,0.3284057379,0.415576309,0.4185476601,0.4151379168,0.6265370846,0.6232590079,0.6417954564
"Montenegro","  Skills",0.6968542933,0.7039011717,0.7106897235,0.7087275386,0.7170375586,0.6957244277,0.7047858834,0.6816248298,0.6713693738,0.5837578177,0.5906898379,0.5895915627
"Montenegro","  Research and Development",0.0891642049,0,0.0555648655,0.0556603111,0,0.1083795056,0.1016690359,0.0999498293,0.1037563309,0.1344497949,0.105969429,0.1180016175
"Montenegro","  Industry activity",0.299752295,0.3738298118,0.3641167283,0.4490876794,0.3422895372,0.4578942358,0.3568731546,0.3433216214,0.3993487358,0.3382112384,0.3694646358,0.4184051156
"Montenegro","  Access to finance",0.7611264586,0.8010911345,0.7550200224,0.7163652778,0.6809903383,0.6743040085,0.6407245398,0.6167575717,0.613085568,0.6346461773,0.6312983632,0.6425355077
"Morocco","Overall index",0.3082599044,0.2705755234,0.3502698541,0.4125181139,0.4389584064,0.3964598477,0.4298507273,0.4558685422,0.453548044,0.4441619515,0.4390254021,0.4461498559
"Morocco","  ICT",0.2053241134,0.1719486117,0.3674185574,0.4785176218,0.5855409503,0.5308060646,0.5393475294,0.5194590688,0.5143467784,0.5301530361,0.4980859458,0.5262102485
"Morocco","  Skills",0.2685672343,0.2630898356,0.2573125362,0.2409611493,0.2506897748,0.2453494668,0.2543568909,0.2565414011,0.2565380633,0.2344036102,0.2442746311,0.2460199445
"Morocco","  Research and Development",0.1675684005,0.1372486651,0.2232954353,0.1801288426,0.2793500721,0.1877660602,0.2491714954,0.3308196962,0.3330139816,0.3696708977,0.390201807,0.3702124059
"Morocco","  Industry activity",0.505510509,0.5319083333,0.5080264807,0.562466681,0.502438724,0.5798259377,0.5372298956,0.5278738737,0.5373517871,0.4962449968,0.5258023143,0.5401975513
"Morocco","  Access to finance",0.702848196,0.7224818468,0.713255167,0.7847735882,0.7958673239,0.7928882837,0.7628645897,0.7527288795,0.7446132302,0.7746228576,0.7709572911,0.7744200826
"Mozambique","Overall index",0.0686382502,0.042773582,0.0895509124,0.1154131666,0.0843283311,0.0905608907,0.0572842956,0.1037086248,0.1119704023,0.0783916861,0.0771459118,0.0556560233
